"full_name","ad","tp_cal","e","q","i","om","w","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","name","epoch","epoch_cal","a","moid","moid_ld","first_obs","last_obs"
"     C/1987 W2 (Furuyama)",,1988-03-03.0,1.0002,1.680,117.78,250.75,233.63,,HYP,264,,152,,,,,,Furuyama,2447172.5,1988-01-12.0,-7300,0.941,366,1987-11-22,1988-08-12
"     C/1987 W3 (Jensen-Shoemaker)",,1988-01-18.6,1.0036,3.333,76.70,198.34,194.71,,HYP,948,,33,,,,,,Jensen-Shoemaker,2447346.5,1988-07-04.0,-925,2.36,918,1987-09-24,1990-04-29
"     C/1988 A1 (Liller)",488.79,1988-03-31.1,0.9966,0.841,73.32,31.52,57.39,3.83e+03,COM,184,,427,,,,,,Liller,2447277.5,1988-04-26.0,244.8,0.0857,33.3,1988-01-12,1988-07-14
"     C/1988 B1 (Shoemaker)",,1987-03-20.1,1.0031,5.031,80.57,325.17,124.22,,HYP,1444,,63,,,,,,Shoemaker,2447366.5,1988-07-24.0,-1642,4.41,1.72e+03,1988-01-23,1992-01-06
"     C/1988 C1 (Maury-Phinney)",,1987-12-26.7,1.0000,1.931,93.16,147.52,346.84,,HYP,53,,17,T,,,,,Maury-Phinney,2447236.5,1988-03-16.0,-3.647e+06,0.96,374,1988-02-19,1988-04-12
"     C/1988 F1 (Levy)",1026.50,1987-11-29.9,0.9977,1.174,62.81,288.76,326.51,1.16e+04,COM,118,,37,,,,,,Levy,2447303.5,1988-05-22.0,513.8,0.249,96.8,1988-03-22,1988-07-18
"     C/1988 J1 (Shoemaker-Holt)",1070.32,1988-02-14.2,0.9978,1.174,62.81,288.77,326.52,1.24e+04,COM,160,,84,,,,,,Shoemaker-Holt,2447335.5,1988-06-23.0,535.7,0.249,96.9,1988-05-13,1988-10-20
"     C/1988 L1 (Shoemaker-Holt-Rodriquez)",,1989-06-12.4,1.0007,2.474,97.69,115.26,232.15,,HYP,652,,155,,,,,,Shoemaker-Holt-Rodriquez,2447471.5,1988-11-06.0,-3654,1.75,680,1988-06-11,1990-03-25
"     C/1988 M1 (SMM)",,1988-06-27.7,1.0000,0.005,144.71,7.66,85.88,,PAR,0,,,T,,,,,SMM,2447340.3,1988-06-27.7,,,,1988-06-27,1988-06-27
"     C/1988 P1 (Machholz)",536267.23,1988-09-17.5,1.0000,0.165,40.20,167.73,349.04,1.39e+08,COM,28,,56,T,,,,,Machholz,2447392.5,1988-08-19.0,2.681e+05,0.395,154,1988-08-07,1988-09-04
"     C/1988 Q1 (SMM)",,1988-08-21.8,1.0000,0.006,144.44,3.20,82.25,,PAR,0,,,T,,,,,SMM,2447395.3,1988-08-21.8,,,,1988-08-21,1988-08-21
"     C/1988 T1 (SMM)",,1988-10-12.0,1.0000,0.005,144.79,10.35,88.08,,PAR,0,,,T,,,,,SMM,2447446.6,1988-10-12.0,,,,1988-10-11,1988-10-11
"     C/1988 U1 (SMM)",,1988-10-24.8,1.0000,0.006,144.72,7.98,86.14,,PAR,0,,,T,,,,,SMM,2447459.4,1988-10-24.8,,,,1988-10-24,1988-10-24
"     C/1988 W1 (SMM)",,1988-11-18.3,1.0000,0.006,144.80,14.02,91.08,,PAR,0,,,T,,,,,SMM,2447483.9,1988-11-18.3,,,,1988-11-18,1988-11-18
"     C/1988 Y1 (Yanaka)",,1988-12-11.6,1.0000,0.428,71.01,315.52,88.12,,PAR,57,,56,T,,,,,Yanaka,2447538.5,1989-01-12.0,,0.0694,27,1989-01-01,1989-02-27
"     C/1989 A1 (Yanaka)",2779.38,1988-10-31.8,0.9986,1.895,52.41,157.09,351.56,5.19e+04,COM,188,,101,,,,,,Yanaka,2447561.5,1989-02-04.0,1391,0.911,354,1989-01-02,1989-07-09
"     C/1989 A3 (Bradfield)",37.97,1988-12-05.2,0.9781,0.421,83.06,28.44,194.77,84.1,HTC,53,7,23,,,,,,Bradfield,2447551.5,1989-01-25.0,19.2,0.573,223,1989-01-07,1989-03-01
"     C/1989 A5 (Shoemaker)",1175.52,1989-02-26.0,0.9955,2.640,96.56,137.14,19.10,1.43e+04,COM,405,,77,,,,,,Shoemaker,2447551.5,1989-01-25.0,589.1,1.69,659,1988-02-25,1989-04-05
"     C/1989 A6 (Shoemaker)",,1988-11-02.0,1.0000,2.208,25.51,74.31,18.84,,PAR,58,,28,T,,,,,Shoemaker,2447567.5,1989-02-10.0,,1.24,481,1989-01-11,1989-03-10
"     C/1989 L1 (SMM)",,1989-06-02.5,1.0000,0.006,144.64,6.24,84.72,,PAR,0,,,T,,,,,SMM,2447680.1,1989-06-02.5,,,,1989-06-02,1989-06-02
"     C/1989 N3 (SMM)",,1989-07-08.7,1.0000,0.005,144.79,14.90,91.80,,PAR,0,,,T,,,,,SMM,2447716.3,1989-07-08.7,,,,1989-07-08,1989-07-08
"     C/1989 Q1 (Okazaki-Levy-Rudenko)",,1989-11-11.9,1.0001,0.642,90.15,275.51,150.57,,HYP,122,,225,,3.8e-08,2.6e-09,,,Okazaki-Levy-Rudenko,2447807.5,1989-10-08.0,-1.154e+04,0.288,112,1989-08-24,1989-12-24
"     C/1989 R1 (Helin-Roman)",505318.31,1989-08-20.2,1.0000,1.325,128.13,128.61,154.91,1.27e+08,COM,54,,19,T,,,,,Helin-Roman,2447789.5,1989-09-20.0,2.527e+05,0.361,140,1989-09-05,1989-10-29
"     C/1989 S1 (SMM)",,1989-09-28.8,1.0000,0.005,144.77,9.64,87.50,,PAR,0,,,T,,,,,SMM,2447798.4,1989-09-28.8,,,,1989-09-28,1989-09-28
"     C/1989 T1 (Helin-Roman-Alu)",222.12,1989-12-15.9,0.9906,1.047,46.04,8.52,68.13,1.18e+03,COM,118,,120,,,,,,Helin-Roman-Alu,2447847.5,1989-11-17.0,111.6,0.375,146,1989-09-29,1990-01-25
"     C/1989 W1 (Aarseth-Brewington)",,1989-12-27.8,1.0001,0.301,88.39,345.92,205.26,,HYP,151,,73,,,,,,Aarseth-Brewington,2447865.5,1989-12-05.0,-4627,0.668,260,1989-09-01,1990-01-30
"     C/1989 X1 (Austin)",,1990-04-09.9,1.0002,0.350,58.96,75.93,61.58,,HYP,203,,266,,,,,,Austin,2447998.5,1990-04-17.0,-1534,0.139,53.9,1989-12-06,1990-06-27
"     C/1989 Y1 (Skorichenko-George)",,1990-04-11.9,1.0003,1.569,59.37,280.01,137.83,,HYP,1008,,106,,,,,,Skorichenko-George,2447946.5,1990-02-24.0,-5207,0.735,286,1988-06-13,1991-03-18
"     C/1989 Y2 (McKenzie-Russell)",1125737.77,1989-11-07.6,1.0000,1.976,160.34,293.90,191.74,4.22e+08,COM,50,,45,T,,,,,McKenzie-Russell,2447890.5,1989-12-30.0,5.629e+05,0.996,388,1989-12-02,1990-01-21
"     C/1990 E1 (Cernis-Kiuchi-Nakamura)",,1990-03-17.3,1.0000,1.068,48.14,348.44,100.62,,PAR,72,,89,T,,,,,Cernis-Kiuchi-Nakamura,2447982.5,1990-04-01.0,,0.516,201,1990-03-17,1990-05-28
"     C/1990 K1 (Levy)",,1990-10-24.6,1.0006,0.939,131.58,139.36,242.67,,HYP,920,,666,,,,,,Levy,2448193.5,1990-10-29.0,-1610,0.209,81.2,1989-09-24,1992-04-01
"     C/1990 M1 (McNaught-Hughes)",,1991-02-27.6,1.0013,2.682,132.77,233.21,18.17,,HYP,360,,49,,,,,,McNaught-Hughes,2448237.5,1990-12-12.0,-2080,1.7,661,1990-06-19,1991-06-14
"     C/1990 N1 (Tsuchiya-Kiuchi)",473.67,1990-09-28.7,0.9954,1.092,143.78,330.74,180.92,3.66e+03,COM,208,,103,,,,,,Tsuchiya-Kiuchi,2448160.5,1990-09-26.0,237.4,0.104,40.4,1990-07-13,1991-02-06
"     C/1991 A2 (Arai)",305.80,1990-12-10.8,0.9907,1.434,70.98,115.52,337.64,1.9e+03,COM,80,,110,,,,,,Arai,2448277.5,1991-01-21.0,153.6,0.494,192,1990-12-23,1991-03-13
"     C/1991 B1 (Shoemaker-Levy)",702.89,1991-12-31.1,0.9936,2.265,77.29,145.13,74.37,6.62e+03,COM,945,,429,,,,,,Shoemaker-Levy,2448756.5,1992-05-14.0,352.6,1.82,707,1991-01-13,1993-08-15
"     C/1991 C3 (McNaught-Russell)",,1990-10-18.5,1.0025,4.778,113.44,161.71,320.93,,HYP,460,,42,,,,,,McNaught-Russell,2448431.5,1991-06-24.0,-1914,3.95,1.54e+03,1991-01-26,1992-04-30
"     C/1991 F2 (Helin-Lawrence)",,1992-01-20.0,1.0004,1.518,95.46,11.84,271.16,,HYP,585,,108,,,,,,Helin-Lawrence,2448612.5,1991-12-22.0,-3604,1.23,479,1991-02-23,1992-09-30
"     C/1991 L3 (Levy)",26.64,1991-07-08.1,0.9289,0.983,19.19,329.43,41.48,51.3,HTC,587,3,136,,,,,,Levy,2448619.5,1991-12-29.0,13.81,0.0753,29.3,1991-06-14,1993-01-21
"     C/1991 L4 (Helin-Alu)",,1992-02-19.9,1.0002,4.850,49.29,253.65,30.79,,HYP,534,,80,,,,,,Helin-Alu,2448783.5,1992-06-10.0,-2.713e+04,3.91,1.52e+03,1991-06-13,1992-11-28
"     C/1991 Q1 (McNaught-Russell)",1155.86,1992-05-03.4,0.9945,3.194,90.51,120.46,257.23,1.4e+04,COM,647,,29,,,,,,McNaught-Russell,2448846.5,1992-08-12.0,579.5,2.83,1.1e+03,1991-08-03,1993-05-11
"     C/1991 R1 (McNaught-Russell)",94132.99,1990-11-10.9,0.9999,6.982,104.52,150.11,149.13,1.02e+07,COM,1090,,41,,,,,,McNaught-Russell,2449109.5,1993-05-02.0,4.707e+04,6.09,2.37e+03,1991-09-03,1994-08-28
"     C/1991 T2 (Shoemaker-Levy)",12026.39,1992-07-24.5,0.9999,0.836,113.50,49.05,145.24,4.66e+05,COM,320,,212,,,,,,Shoemaker-Levy,2448691.5,1992-03-10.0,6014,0.0865,33.7,1991-10-06,1992-08-21
"     C/1991 X2 (Mueller)",,1992-03-21.2,1.0002,0.199,95.57,288.78,306.99,,HYP,81,,149,,,,,,Mueller,2448651.5,1992-01-30.0,-987.1,0.00671,2.61,1991-12-13,1992-03-03
"     C/1991 Y1 (Zanotta-Brewington)",,1992-01-31.9,1.0001,0.644,50.03,254.91,197.87,,HYP,130,,266,,,,,,Zanotta-Brewington,2448631.5,1992-01-10.0,-1.136e+04,0.32,125,1991-12-24,1992-05-02
"     C/1992 A1 (Helin-Alu)",,1992-07-08.7,1.0043,3.017,39.27,288.91,239.84,,HYP,439,,53,,,,,,Helin-Alu,2448678.5,1992-02-26.0,-709.5,2.23,866,1992-01-09,1993-03-23
"     C/1992 B1 (Bradfield)",13463.90,1992-03-19.5,0.9999,0.500,20.24,275.35,15.35,5.52e+05,COM,11,,19,T,,,,,Bradfield,2448662.5,1992-02-10.0,6732,0.327,127,1992-02-02,1992-02-13
"     C/1992 F1 (Tanaka-Machholz)",625.89,1992-04-22.6,0.9960,1.262,79.29,300.51,65.48,5.55e+03,COM,297,,167,,,,,,Tanaka-Machholz,2448767.5,1992-05-25.0,313.6,0.615,239,1992-04-01,1993-01-23
"     C/1992 J1 (Spacewatch)",226867.42,1993-09-05.5,1.0000,3.007,124.32,203.32,83.40,3.82e+07,COM,1007,,240,,,,,,Spacewatch,2449202.5,1993-08-03.0,1.134e+05,2.54,989,1992-05-01,1995-02-02
"     C/1992 J2 (Bradfield)",,1992-05-25.7,1.0000,0.592,158.56,160.01,299.72,,PAR,31,,13,T,,,,,Bradfield,2448761.5,1992-05-19.0,,0.101,39.1,1992-05-04,1992-06-04
"     C/1992 N1 (Machholz)",,1992-07-10.6,1.0046,0.819,57.57,235.16,162.31,,HYP,5,,9,T,,,,,Machholz,2448812.5,1992-07-09.0,-177.2,0.146,56.8,1992-07-05,1992-07-10
"     C/1992 Q2 (Helin-Lawrence)",115.85,1993-03-15.1,0.9654,2.038,106.85,194.67,268.85,453,COM,611,3,86,,,,,,Helin-Lawrence,2449033.5,1993-02-15.0,58.95,1.76,685,1992-08-29,1994-05-02
"     C/1992 U1 (Shoemaker)",8340.08,1993-03-25.6,0.9994,2.314,65.99,55.30,54.86,2.69e+05,COM,619,,212,,,,,,Shoemaker,2449043.5,1993-02-25.0,4171,1.61,627,1992-10-25,1994-07-06
"     C/1992 W1 (Ohshita)",189.63,1992-11-01.6,0.9930,0.665,115.14,138.40,310.17,928,COM,30,6,85,,,,,,Ohshita,2448974.5,1992-12-18.0,95.15,0.16,62.5,1992-12-03,1993-01-02
"     C/1993 A1 (Mueller)",,1994-01-12.9,1.0018,1.937,124.88,144.72,130.67,,HYP,629,,714,,1.6e-07,-2.2e-08,,,Mueller,2449219.5,1993-08-20.0,-1052,1.13,442,1992-11-26,1994-08-17
"     C/1993 F1 (Mueller)",,1992-08-04.8,1.0054,5.901,53.94,77.52,62.03,,HYP,837,,102,,,,,,Mueller,2449220.5,1993-08-21.0,-1092,5.22,2.03e+03,1993-03-19,1995-07-04
"     D/1993 F2-A (Shoemaker-Levy 9)",8.35,1994-03-24.1,0.2162,5.381,6.00,220.54,354.89,18,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.865,4.37,1.7e+03,,
"     D/1993 F2-B (Shoemaker-Levy 9)",8.34,1994-03-24.5,0.2156,5.381,5.99,220.57,354.90,18,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.86,4.37,1.7e+03,,
"     D/1993 F2-C (Shoemaker-Levy 9)",8.33,1994-03-24.8,0.2152,5.380,5.98,220.58,354.91,18,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.856,4.37,1.7e+03,,
"     D/1993 F2-D (Shoemaker-Levy 9)",8.32,1994-03-25.1,0.2147,5.380,5.97,220.60,354.91,17.9,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.852,4.37,1.7e+03,,
"     D/1993 F2-E (Shoemaker-Levy 9)",8.32,1994-03-25.3,0.2144,5.380,5.97,220.61,354.92,17.9,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.849,4.37,1.7e+03,,
"     D/1993 F2-F (Shoemaker-Levy 9)",8.30,1994-03-25.9,0.2136,5.380,5.95,220.65,354.93,17.9,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.842,4.37,1.7e+03,,
"     D/1993 F2-G (Shoemaker-Levy 9)",8.29,1994-03-26.3,0.2129,5.380,5.94,220.68,354.93,17.9,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.835,4.37,1.7e+03,,
"     D/1993 F2-H (Shoemaker-Levy 9)",8.27,1994-03-27.0,0.2118,5.380,5.91,220.73,354.95,17.8,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.825,4.37,1.7e+03,,
"     D/1993 F2-K (Shoemaker-Levy 9)",8.25,1994-03-28.0,0.2104,5.380,5.89,220.79,354.97,17.8,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.814,4.37,1.7e+03,,
"     D/1993 F2-L (Shoemaker-Levy 9)",8.23,1994-03-28.8,0.2094,5.380,5.86,220.84,354.98,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.804,4.37,1.7e+03,,
"     D/1993 F2-N (Shoemaker-Levy 9)",8.21,1994-03-29.6,0.2083,5.380,5.84,220.89,355.00,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.795,4.37,1.7e+03,,
"     D/1993 F2-P1 (Shoemaker-Levy 9)",8.20,1994-03-29.9,0.2077,5.380,5.83,220.91,355.00,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.79,4.37,1.7e+03,,
"     D/1993 F2-Q1 (Shoemaker-Levy 9)",8.19,1994-03-30.2,0.2074,5.379,5.82,220.93,355.01,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.787,4.37,1.7e+03,,
"     D/1993 F2-R (Shoemaker-Levy 9)",8.18,1994-03-30.8,0.2066,5.379,5.81,220.97,355.02,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.78,4.37,1.7e+03,,
"     D/1993 F2-S (Shoemaker-Levy 9)",8.17,1994-03-31.5,0.2057,5.379,5.79,221.01,355.03,17.6,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.772,4.37,1.7e+03,,
"     D/1993 F2-T (Shoemaker-Levy 9)",8.16,1994-03-31.6,0.2055,5.379,5.78,221.02,355.03,17.6,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.771,4.37,1.7e+03,,
"     D/1993 F2-U (Shoemaker-Levy 9)",8.16,1994-03-31.9,0.2052,5.379,5.78,221.03,355.04,17.6,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.768,4.37,1.7e+03,,
"     D/1993 F2-V (Shoemaker-Levy 9)",8.15,1994-04-01.3,0.2046,5.379,5.76,221.06,355.05,17.6,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.763,4.37,1.7e+03,,
"     D/1993 F2-W (Shoemaker-Levy 9)",8.14,1994-04-01.6,0.2043,5.379,5.76,221.08,355.06,17.6,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.76,4.37,1.7e+03,,
"     D/1993 F2-P2 (Shoemaker-Levy 9)",8.20,1994-03-30.0,0.2079,5.380,5.83,220.90,355.01,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.791,4.37,1.7e+03,,
"     D/1993 F2-Q2 (Shoemaker-Levy 9)",8.20,1994-03-30.2,0.2075,5.379,5.82,220.92,355.01,17.7,JFc,,,,,,,,,Shoemaker-Levy,2449480.5,1994-05-08.0,6.787,4.37,1.7e+03,,
"     C/1993 K1 (Shoemaker-Levy)",,1994-02-02.0,1.0001,4.849,67.77,30.33,232.46,,HYP,1045,,46,,,,,,Shoemaker-Levy,2449563.5,1994-07-30.0,-4.278e+04,4.14,1.61e+03,1993-03-18,1996-01-27
"     C/1993 Q1 (Mueller)",,1994-03-26.2,1.0003,0.967,105.03,193.79,261.03,,HYP,566,,495,,,,,,Mueller,2449288.5,1993-10-28.0,-3000,0.477,186,1992-09-28,1994-04-17
"     C/1993 Y1 (McNaught-Russell)",268.46,1994-03-31.0,0.9936,0.868,51.59,166.36,353.47,1.56e+03,COM,265,,377,,1.7e-08,8.7e-10,,,McNaught-Russell,2449470.5,1994-04-28.0,134.7,0.121,47.2,1993-12-17,1994-09-08
"     C/1994 E1 (Mueller)",108.92,1993-11-28.4,0.9684,1.751,145.14,5.18,98.92,412,COM,62,6,73,,,,,,Mueller,2449451.5,1994-04-09.0,55.34,1.06,411,1994-03-11,1994-05-12
"     C/1994 E2 (Shoemaker-Levy)",858.91,1994-05-27.4,0.9973,1.159,131.25,166.57,57.50,8.92e+03,COM,183,,114,,,,,,Shoemaker-Levy,2449467.5,1994-04-25.0,430,0.411,160,1994-03-14,1994-09-13
"     C/1994 G1-A (Takamizawa-Levy)",2940.69,1994-05-22.5,0.9991,1.359,132.87,306.83,61.63,5.64e+04,COM,385,,44,,,,,,Takamizawa-Levy,2449717.5,1994-12-31.0,1471,0.623,242,1994-05-06,1995-05-26
"     C/1994 G1-B (Takamizawa-Levy)",,1994-05-24.6,1.0088,1.361,132.97,306.81,62.07,,HYP,53,,8,T,,,,,Takamizawa-Levy,2449825.5,1995-04-18.0,-154.6,0.631,245,1995-04-03,1995-05-26
"     C/1994 J2 (Takamizawa)",1031.68,1994-06-29.6,0.9962,1.948,135.96,51.13,192.12,1.17e+04,COM,1034,,399,,,,,,Takamizawa,2449701.5,1994-12-15.0,516.8,0.951,370,1994-03-20,1997-01-17
"     C/1994 N1 (Nakamura-Nishimura-Machholz)",,1994-07-12.9,1.0000,1.140,94.38,158.91,123.07,,HYP,114,,305,,,,,,Nakamura-Nishimura-Machholz,2449574.5,1994-08-10.0,-2.723e+05,0.401,156,1994-07-06,1994-10-28
"     C/1994 T1 (Machholz)",7305.44,1994-10-02.5,0.9995,1.845,101.74,249.94,142.78,2.21e+05,COM,170,,344,,,,,,Machholz,2449682.5,1994-11-26.0,3654,0.993,386,1994-10-09,1995-03-28
"     C/1995 O1 (Hale-Bopp)",353.98,1997-03-29.6,0.9950,0.891,89.29,282.73,130.41,2.36e+03,COM,10665,,66,,,,,,Hale-Bopp,2459837.5,2022-09-15.0,177.4,0.0878,34.2,1993-04-27,2022-07-09
"     C/1995 Q1 (Bradfield)",441.62,1995-08-31.4,0.9980,0.436,147.39,178.05,331.16,3.29e+03,COM,173,,156,,,,,,Bradfield,2450013.5,1995-10-23.0,221,0.44,171,1995-08-18,1996-02-07
"     C/1995 Q2 (Hartley-Drinkwater)",110.87,1995-08-02.7,0.9665,1.889,168.01,300.75,314.00,423,COM,45,6,123,,,,,,Hartley-Drinkwater,2449966.5,1995-09-06.0,56.38,0.904,352,1995-08-29,1995-10-13
"     C/1995 Y1 (Hyakutake)",,1996-02-24.2,1.0003,1.055,54.47,195.76,46.35,,HYP,270,,259,,,,,,Hyakutake,2450137.5,1996-02-24.0,-3914,0.216,84.2,1995-12-26,1996-09-21
"     C/1996 A2 (SOHO)",,1996-01-14.5,1.0000,0.005,141.76,6.86,82.03,,PAR,0,,36,T,,,,,SOHO,2450097.1,1996-01-14.5,,,,1996-01-14,1996-01-14
"     C/1996 B1 (Szczepanski)",312.33,1996-02-06.9,0.9908,1.449,51.92,345.44,151.28,1.97e+03,COM,134,,489,,,,,,Szczepanski,2450137.5,1996-02-24.0,156.9,0.523,204,1996-01-27,1996-06-09
"     C/1996 B2 (Hyakutake)",4249.28,1996-05-01.3,0.9999,0.230,124.92,188.05,130.18,9.79e+04,COM,306,,977,,2.7e-08,6.5e-10,,,Hyakutake,2450157.5,1996-03-15.0,2125,0.101,39.3,1996-01-01,1996-11-02
"     C/1996 B3 (SOHO)",,1996-01-28.6,1.0000,0.007,144.11,347.94,65.71,,PAR,1,,20,T,,,,,SOHO,2450111.1,1996-01-28.6,,,,1996-01-27,1996-01-28
"     C/1996 B4 (SOHO)",,1996-01-21.9,1.0000,0.005,143.34,8.00,87.18,,PAR,0,,19,T,,,,,SOHO,2450104.4,1996-01-21.9,,,,1996-01-21,1996-01-21
"     C/1996 B5 (SOHO)",,1996-01-29.9,1.0000,0.005,144.43,356.60,75.73,,PAR,0,,18,T,,,,,SOHO,2450112.4,1996-01-29.9,,,,1996-01-29,1996-01-29
"     C/1996 D1 (SOHO)",,1996-02-19.2,1.0000,0.007,143.70,353.75,71.66,,PAR,0,,10,T,,,,,SOHO,2450132.8,1996-02-19.2,,,,1996-02-18,1996-02-18
"     C/1996 E1 (NEAT)",,1996-07-27.3,1.0009,1.359,114.48,149.84,81.11,,HYP,211,,237,,,,,,NEAT,2450220.5,1996-05-17.0,-1496,0.909,354,1996-03-15,1996-10-12
"     C/1996 E2 (SOHO)",,1996-03-11.1,1.0000,0.005,143.84,6.11,89.77,,PAR,0,,5,T,,,,,SOHO,2450153.6,1996-03-11.1,,,,1996-03-10,1996-03-10
"     C/1996 F2 (SOHO)",,1996-03-25.6,1.0000,0.005,144.43,3.57,83.45,,PAR,2,,23,T,,,,,SOHO,2450168.1,1996-03-25.6,,,,1996-03-23,1996-03-25
"     C/1996 H1 (SOHO)",,1996-04-30.4,1.0000,0.005,144.43,2.99,82.80,,PAR,1,,10,T,,,,,SOHO,2450204.0,1996-04-30.4,,,,1996-04-29,1996-04-30
"     C/1996 J1-A (Evans-Drinkwater)",,1996-12-30.3,1.0010,1.298,22.52,278.17,14.80,,HYP,,,,,,,,,Evans-Drinkwater,2450840.5,1998-01-27.0,-1262,0.29,113,,
"     C/1996 J1-B (Evans-Drinkwater)",,1996-12-30.2,1.0006,1.299,22.51,278.18,14.85,,HYP,951,0,522,,,,,,Evans-Drinkwater,2451200.5,1999-01-22.0,-2189,0.293,114,1996-05-10,1998-12-17
"     C/1996 L1 (SOHO)",,1996-06-11.4,1.0000,0.005,143.84,12.92,90.23,,PAR,0,,4,T,,,,,SOHO,2450245.9,1996-06-11.4,,,,1996-06-10,1996-06-10
"     C/1996 L2 (SOHO)",,1996-06-14.3,1.0000,0.005,143.19,333.67,57.28,,PAR,0,,7,T,,,,,SOHO,2450248.9,1996-06-14.3,,,,1996-06-13,1996-06-13
"     C/1996 M1 (SOHO)",,1996-06-18.9,1.0000,0.005,144.50,3.29,82.69,,PAR,1,,15,T,,,,,SOHO,2450253.5,1996-06-18.9,,,,1996-06-17,1996-06-18
"     C/1996 M2 (SOHO)",,1996-06-27.1,1.0000,0.005,143.42,12.91,90.60,,PAR,1,,16,T,,,,,SOHO,2450261.6,1996-06-27.1,,,,1996-06-25,1996-06-26
"     C/1996 M3 (SOHO)",,1996-06-21.1,1.0000,0.006,136.59,355.33,79.79,,PAR,0,,5,T,,,,,SOHO,2450255.6,1996-06-21.1,,,,1996-06-20,1996-06-20
"     C/1996 N1 (Brewington)",,1996-08-03.4,1.0006,0.926,52.15,234.90,43.97,,HYP,122,,303,,,,,,Brewington,2450304.5,1996-08-09.0,-1641,0.0581,22.6,1996-07-04,1996-11-03
"     C/1996 N3 (SOHO)",,1996-07-03.8,1.0000,0.035,72.12,73.16,57.17,,PAR,1,,18,T,,,,,SOHO,2450268.4,1996-07-03.8,,,,1996-07-03,1996-07-04
"     C/1996 O1 (SOHO)",,1996-07-22.1,1.0000,0.006,143.96,351.95,70.53,,PAR,0,,8,T,,,,,SOHO,2450286.7,1996-07-22.1,,,,1996-07-21,1996-07-21
"     C/1996 O2 (SOHO)",,1996-07-24.4,1.0000,0.008,146.02,349.92,68.35,,PAR,1,,10,T,,,,,SOHO,2450289.0,1996-07-24.4,,,,1996-07-23,1996-07-24
"     C/1996 O3 (SOHO)",,1996-07-26.0,1.0000,0.007,146.22,348.73,68.34,,PAR,0,,6,T,,,,,SOHO,2450290.5,1996-07-26.0,,,,1996-07-25,1996-07-25
"     C/1996 O4 (SOHO)",,1996-07-28.2,1.0000,0.007,144.43,350.31,69.38,,PAR,1,,9,T,,,,,SOHO,2450292.8,1996-07-28.2,,,,1996-07-27,1996-07-28
"     C/1996 P2 (Russell-Watson)",,1996-03-01.3,1.0001,2.006,29.08,101.40,188.80,,HYP,1007,,157,,,,,,Russell-Watson,2450406.5,1996-11-19.0,-2.401e+04,0.993,386,1995-05-02,1998-02-02
"     C/1996 Q1 (Tabur)",1209.20,1996-11-03.5,0.9986,0.840,73.36,31.40,57.41,1.49e+04,COM,58,,214,,,,,,Tabur,2450341.5,1996-09-15.0,605,0.0838,32.6,1996-08-21,1996-10-18
"     C/1996 Q2 (SOHO)",,1996-08-22.2,1.0000,0.005,144.40,4.70,83.94,,PAR,1,,15,T,,,,,SOHO,2450317.7,1996-08-22.2,,,,1996-08-20,1996-08-21
"     C/1996 Q3 (SOHO)",,1996-08-30.9,1.0000,0.005,144.18,5.11,84.59,,PAR,0,,11,T,,,,,SOHO,2450326.4,1996-08-30.9,,,,1996-08-30,1996-08-30
"     C/1996 R1 (Hergenrother-Spahr)",261.58,1996-08-28.7,0.9856,1.899,145.81,149.75,139.46,1.51e+03,COM,87,,321,,,,,,Hergenrother-Spahr,2450354.5,1996-09-28.0,131.7,0.986,384,1996-09-07,1996-12-03
"     P/1996 R2 (Lagerkvist)",4.95,1997-01-19.1,0.3100,2.610,2.61,40.24,334.04,7.36,JFc,153,5,137,,,,,,Lagerkvist,2450364.5,1996-10-08.0,3.782,1.61,627,1996-08-12,1997-01-12
